keyLength        |encrypt(ms)      |decrypt(ms)      |
1024             |0.571000         |0.089000         |
1024             |0.587000         |0.087000         |
1024             |0.581000         |0.085000         |
1024             |0.575000         |0.086000         |
1024             |0.579000         |0.083000         |
1024             |0.577000         |0.095000         |
1024             |0.606000         |0.085000         |
1024             |0.573000         |0.085000         |
1024             |0.563000         |0.085000         |
1024             |0.582000         |0.086000         |
1024             |0.592000         |0.090000         |
1024             |0.585000         |0.084000         |
