keyLength        |encrypt          |decrypt          |
15360            |3200.000000      |142.514000       |
15360            |3188.000000      |142.058000       |
15360            |3229.000000      |143.285000       |
15360            |3224.000000      |142.705000       |
15360            |3176.000000      |142.518000       |
15360            |3172.000000      |142.075000       |
15360            |3181.000000      |142.459000       |
15360            |3268.000000      |142.474000       |
15360            |3211.000000      |142.415000       |
15360            |3211.000000      |142.617000       |
15360            |3211.000000      |142.694000       |
15360            |3195.000000      |141.742000       |
15360            |3200.000000      |142.461000       |
15360            |3192.000000      |142.090000       |
15360            |3181.000000      |142.160000       |
15360            |3210.000000      |142.377000       |
15360            |3182.000000      |142.674000       |
15360            |3226.000000      |142.213000       |
15360            |3245.000000      |142.480000       |
15360            |3240.000000      |142.215000       |
15360            |3215.000000      |142.003000       |
15360            |3214.000000      |142.482000       |
15360            |3225.000000      |142.741000       |
15360            |3210.000000      |142.115000       |
15360            |3211.000000      |142.609000       |
15360            |3175.000000      |141.940000       |
15360            |3190.000000      |142.647000       |
15360            |3259.000000      |142.483000       |
15360            |3221.000000      |142.764000       |
15360            |3202.000000      |141.725000       |
15360            |3218.000000      |142.899000       |
15360            |3223.000000      |141.881000       |
15360            |3227.000000      |141.397000       |
15360            |3179.000000      |142.901000       |
15360            |3215.000000      |142.178000       |
15360            |3212.000000      |142.705000       |
15360            |3184.000000      |142.365000       |
15360            |3215.000000      |142.178000       |
15360            |3206.000000      |141.900000       |
15360            |3218.000000      |142.770000       |
15360            |3199.000000      |142.712000       |
15360            |3198.000000      |142.997000       |
15360            |3184.000000      |142.804000       |
15360            |3214.000000      |142.059000       |
15360            |3220.000000      |143.022000       |
15360            |3217.000000      |142.663000       |
15360            |3186.000000      |142.904000       |
15360            |3199.000000      |143.179000       |
15360            |3245.000000      |143.155000       |
15360            |3203.000000      |142.367000       |
15360            |3209.000000      |142.439000       |
15360            |3166.000000      |139.341000       |
15360            |3174.000000      |140.239000       |
15360            |3171.000000      |140.693000       |
15360            |3173.000000      |139.777000       |
15360            |3167.000000      |140.065000       |
15360            |3160.000000      |139.914000       |
15360            |3183.000000      |140.046000       |
15360            |3193.000000      |139.653000       |
15360            |3171.000000      |140.203000       |
15360            |3189.000000      |139.552000       |
15360            |3151.000000      |140.627000       |
15360            |3157.000000      |139.170000       |
15360            |3158.000000      |140.396000       |
15360            |3159.000000      |139.962000       |
15360            |3156.000000      |140.467000       |
15360            |3166.000000      |139.903000       |
15360            |3201.000000      |139.726000       |
15360            |3177.000000      |141.309000       |
15360            |3180.000000      |139.979000       |
15360            |3222.000000      |140.096000       |
15360            |3190.000000      |140.544000       |
15360            |3179.000000      |139.033000       |
15360            |3147.000000      |139.821000       |
15360            |3153.000000      |139.398000       |
15360            |3165.000000      |138.954000       |
15360            |3148.000000      |138.466000       |
15360            |3164.000000      |138.739000       |
15360            |3171.000000      |137.808000       |
15360            |3162.000000      |138.701000       |
15360            |3198.000000      |139.306000       |
15360            |3174.000000      |138.790000       |
15360            |3155.000000      |138.628000       |
15360            |3158.000000      |138.045000       |
15360            |3158.000000      |138.218000       |
15360            |3160.000000      |139.593000       |
15360            |3556.000000      |139.664000       |
15360            |3175.000000      |139.124000       |
15360            |3179.000000      |138.567000       |
15360            |3176.000000      |139.350000       |
15360            |3187.000000      |139.342000       |
15360            |3157.000000      |138.411000       |
15360            |3158.000000      |139.295000       |
15360            |3168.000000      |138.775000       |
15360            |3178.000000      |137.951000       |
15360            |3172.000000      |138.375000       |
15360            |3150.000000      |138.957000       |
15360            |3163.000000      |139.134000       |
15360            |3154.000000      |138.049000       |
15360            |3184.000000      |138.862000       |
15360            |3195.000000      |139.387000       |
15360            |3181.000000      |138.351000       |
15360            |3182.000000      |138.875000       |
15360            |3160.000000      |138.339000       |
15360            |3148.000000      |138.811000       |
15360            |3147.000000      |139.118000       |
15360            |3154.000000      |138.694000       |
15360            |3179.000000      |138.813000       |
15360            |3173.000000      |139.780000       |
15360            |3153.000000      |139.225000       |
15360            |3171.000000      |142.737000       |
15360            |3249.000000      |143.255000       |
15360            |3217.000000      |141.924000       |
15360            |3223.000000      |142.726000       |
15360            |3209.000000      |143.332000       |
15360            |3222.000000      |142.888000       |
15360            |3229.000000      |142.996000       |
15360            |3213.000000      |143.118000       |
15360            |3197.000000      |141.032000       |
15360            |3157.000000      |138.440000       |
15360            |3157.000000      |139.138000       |
15360            |3209.000000      |139.247000       |
15360            |3179.000000      |138.523000       |
15360            |3138.000000      |138.369000       |
15360            |3183.000000      |139.081000       |
15360            |3143.000000      |139.072000       |
15360            |3151.000000      |138.561000       |
15360            |3152.000000      |139.529000       |
15360            |3175.000000      |139.042000       |
15360            |3169.000000      |138.577000       |
15360            |3141.000000      |137.918000       |
15360            |3142.000000      |139.070000       |
15360            |3147.000000      |138.694000       |
15360            |3175.000000      |138.767000       |
15360            |3162.000000      |139.265000       |
15360            |3169.000000      |139.409000       |
15360            |3157.000000      |138.580000       |
15360            |3159.000000      |139.238000       |
15360            |3146.000000      |138.473000       |
15360            |3161.000000      |139.525000       |
15360            |3159.000000      |138.193000       |
15360            |3136.000000      |139.211000       |
15360            |3132.000000      |139.099000       |
15360            |3173.000000      |138.784000       |
15360            |3176.000000      |138.616000       |
15360            |3175.000000      |138.612000       |
15360            |3153.000000      |139.048000       |
15360            |3154.000000      |139.311000       |
15360            |3160.000000      |138.816000       |
15360            |3146.000000      |138.303000       |
15360            |3137.000000      |137.991000       |
15360            |3141.000000      |139.047000       |
15360            |3171.000000      |139.010000       |
15360            |3165.000000      |138.600000       |
15360            |3153.000000      |138.610000       |
15360            |3180.000000      |138.974000       |
15360            |3173.000000      |138.351000       |
15360            |3162.000000      |138.825000       |
15360            |3169.000000      |139.465000       |
15360            |3173.000000      |139.325000       |
15360            |3139.000000      |139.456000       |
15360            |3155.000000      |138.914000       |
15360            |3145.000000      |139.746000       |
15360            |3150.000000      |139.061000       |
15360            |3142.000000      |139.311000       |
15360            |3142.000000      |139.265000       |
15360            |3164.000000      |138.775000       |
15360            |3174.000000      |138.658000       |
15360            |3174.000000      |137.949000       |
15360            |3165.000000      |139.248000       |
15360            |3159.000000      |138.591000       |
15360            |3142.000000      |139.495000       |
15360            |3163.000000      |139.288000       |
15360            |3161.000000      |139.708000       |
15360            |3147.000000      |138.801000       |
15360            |3145.000000      |138.418000       |
15360            |3131.000000      |139.240000       |
15360            |3141.000000      |139.067000       |
15360            |3184.000000      |139.338000       |
15360            |3166.000000      |138.618000       |
   
