keyLength        |encrypt          |decrypt          |
1024             |3.300000         |0.845000         |
1024             |3.299000         |0.833000         |
1024             |3.298000         |0.844000         |
1024             |3.306000         |0.831000         |
1024             |3.302000         |0.838000         |
1024             |3.298000         |0.850000         |
1024             |3.313000         |0.840000         |
1024             |3.305000         |0.831000         |
1024             |3.305000         |0.833000         |
1024             |3.302000         |0.848000         |
1024             |3.316000         |0.842000         |
1024             |3.307000         |0.851000         |
1024             |3.305000         |0.840000         |
1024             |3.311000         |0.849000         |
1024             |3.296000         |0.841000         |
1024             |3.296000         |0.831000         |
1024             |3.301000         |0.831000         |
1024             |3.306000         |0.831000         |
1024             |3.306000         |0.840000         |
1024             |3.316000         |0.842000         |
1024             |3.307000         |0.842000         |
1024             |3.369000         |0.855000         |
1024             |3.359000         |0.877000         |
1024             |3.309000         |0.839000         |
1024             |3.312000         |0.840000         |
1024             |3.307000         |0.843000         |
1024             |3.306000         |0.848000         |
1024             |3.299000         |0.840000         |
1024             |3.301000         |0.846000         |
2048             |18.065000        |3.054000         |
2048             |17.971000        |3.085000         |
2048             |17.992000        |3.067000         |
2048             |18.031000        |3.055000         |
2048             |18.034000        |3.058000         |
2048             |18.012000        |3.051000         |
2048             |17.965000        |3.030000         |
2048             |17.977000        |3.043000         |
2048             |18.001000        |3.037000         |
2048             |18.059000        |3.049000         |
2048             |17.983000        |3.053000         |
2048             |18.191000        |3.087000         |
2048             |18.035000        |3.035000         |
2048             |18.034000        |3.073000         |
2048             |18.016000        |3.058000         |
2048             |17.982000        |3.078000         |
2048             |18.015000        |3.045000         |
2048             |17.998000        |3.018000         |
2048             |18.026000        |3.068000         |
2048             |17.930000        |3.062000         |
2048             |17.983000        |3.018000         |
2048             |18.020000        |3.056000         |
2048             |18.030000        |3.067000         |
2048             |17.915000        |3.078000         |
2048             |18.032000        |3.104000         |
2048             |18.100000        |3.055000         |
2048             |18.057000        |3.030000         |
2048             |18.039000        |3.043000         |
2048             |18.050000        |3.058000         |
2048             |17.985000        |3.040000         |
2048             |18.038000        |3.062000         |
2048             |18.023000        |3.028000         |
2048             |17.969000        |3.042000         |
2048             |18.004000        |3.066000         |
2048             |18.008000        |3.062000         |
2048             |17.990000        |3.030000         |
2048             |18.001000        |3.064000         |
2048             |18.036000        |3.068000         |
2048             |18.101000        |3.050000         |
2048             |18.057000        |3.043000         |
2048             |18.019000        |3.024000         |
2048             |18.024000        |3.075000         |
2048             |17.937000        |3.065000         |
2048             |18.032000        |3.065000         |
2048             |17.964000        |3.031000         |
2048             |18.046000        |3.041000         |
2048             |17.993000        |3.060000         |
2048             |17.988000        |3.076000         |
2048             |18.048000        |3.059000         |
2048             |17.985000        |3.038000         |
2048             |18.017000        |3.041000         |
2048             |18.198000        |3.062000         |
2048             |18.031000        |3.058000         |
2048             |18.012000        |3.048000         |
2048             |18.022000        |3.051000         |
2048             |18.005000        |3.058000         |
2048             |18.053000        |3.082000         |
2048             |18.044000        |3.048000         |
2048             |18.057000        |3.030000         |
2048             |17.973000        |3.047000         |
2048             |18.041000        |3.081000         |
2048             |18.034000        |3.063000         |
2048             |17.993000        |3.038000         |
2048             |18.024000        |3.056000         |
2048             |18.144000        |3.077000         |
2048             |18.062000        |3.068000         |
2048             |18.037000        |3.050000         |
2048             |17.981000        |3.057000         |
2048             |18.010000        |3.047000         |
2048             |17.958000        |3.056000         |
2048             |18.017000        |3.071000         |
2048             |18.000000        |3.037000         |
2048             |18.012000        |3.062000         |
2048             |18.155000        |3.064000         |
2048             |18.020000        |3.023000         |
2048             |18.027000        |3.047000         |
2048             |17.979000        |3.039000         |
2048             |18.090000        |3.066000         |
2048             |18.087000        |3.048000         |
2048             |18.038000        |3.062000         |
2048             |18.038000        |3.056000         |
2048             |17.972000        |3.045000         |
2048             |18.053000        |3.030000         |
2048             |18.005000        |3.076000         |
2048             |18.100000        |3.049000         |
2048             |18.026000        |3.045000         |
2048             |17.933000        |3.049000         |
2048             |18.050000        |3.056000         |
2048             |17.995000        |3.069000         |
2048             |17.988000        |3.050000         |
2048             |18.077000        |3.131000         |
2048             |17.994000        |3.075000         |
2048             |18.050000        |3.062000         |
2048             |18.011000        |3.054000         |
2048             |18.014000        |3.061000         |
2048             |18.005000        |3.050000         |
2048             |18.047000        |3.066000         |
2048             |17.920000        |3.041000         |
2048             |18.017000        |3.068000         |
2048             |17.979000        |3.050000         |
2048             |18.029000        |3.055000         |
2048             |18.043000        |3.046000         |
2048             |18.035000        |3.045000         |
2048             |17.981000        |3.053000         |
2048             |18.144000        |3.048000         |
2048             |17.961000        |3.033000         |
2048             |18.032000        |3.038000         |
2048             |18.046000        |3.056000         |
2048             |18.007000        |3.066000         |
2048             |18.002000        |3.033000         |
2048             |17.978000        |3.057000         |
2048             |17.988000        |3.032000         |
2048             |18.060000        |3.071000         |
2048             |18.009000        |3.053000         |
2048             |18.001000        |3.047000         |
2048             |18.007000        |3.057000         |
2048             |17.995000        |3.033000         |
2048             |18.097000        |3.078000         |
2048             |17.990000        |3.035000         |
2048             |18.026000        |3.038000         |
2048             |18.015000        |3.048000         |
2048             |18.019000        |3.058000         |
2048             |18.002000        |3.034000         |
2048             |18.031000        |3.072000         |
2048             |18.005000        |3.071000         |
2048             |17.972000        |3.038000         |
2048             |18.044000        |3.069000         |
2048             |18.017000        |3.032000         |
2048             |17.995000        |3.059000         |
2048             |18.081000        |3.050000         |
2048             |18.228000        |3.066000         |
2048             |17.965000        |3.044000         |
2048             |17.963000        |3.019000         |
2048             |17.992000        |3.017000         |
2048             |17.962000        |3.043000         |
2048             |18.020000        |3.075000         |
2048             |17.967000        |3.059000         |
2048             |18.012000        |3.052000         |
2048             |17.989000        |3.079000         |
2048             |17.968000        |3.086000         |
2048             |18.038000        |3.073000         |
2048             |18.014000        |3.049000         |
2048             |17.988000        |3.071000         |
2048             |18.076000        |3.104000         |
2048             |18.007000        |3.082000         |
2048             |18.009000        |3.083000         |
2048             |18.054000        |3.084000         |
2048             |17.989000        |3.062000         |
2048             |17.985000        |3.074000         |
2048             |18.000000        |3.078000         |
2048             |18.026000        |3.061000         |
2048             |18.024000        |3.059000         |
2048             |18.022000        |3.096000         |
2048             |18.070000        |3.102000         |
2048             |17.964000        |3.058000         |
2048             |18.039000        |3.072000         |
2048             |17.954000        |3.074000         |
2048             |18.169000        |3.059000         |
2048             |17.972000        |3.062000         |
2048             |18.022000        |3.057000         |
2048             |17.977000        |3.071000         |
2048             |18.010000        |3.100000         |
2048             |17.987000        |3.088000         |
2048             |18.027000        |3.067000         |
2048             |17.992000        |3.061000         |
2048             |17.961000        |3.073000         |
2048             |17.952000        |3.050000         |
2048             |17.968000        |3.025000         |
2048             |18.005000        |3.077000         |
2048             |18.035000        |3.069000         |
2048             |18.109000        |3.061000         |
2048             |17.915000        |3.045000         |
2048             |17.990000        |3.072000         |
2048             |17.965000        |3.077000         |
2048             |17.933000        |3.050000         |
2048             |17.967000        |3.029000         |
2048             |17.993000        |3.080000         |
2048             |18.000000        |3.087000         |
2048             |18.012000        |3.036000         |
2048             |17.968000        |3.055000         |
2048             |17.985000        |3.051000         |
2048             |18.013000        |3.081000         |
2048             |17.970000        |3.032000         |
2048             |18.110000        |3.099000         |
2048             |18.038000        |3.056000         |
2048             |17.988000        |3.054000         |
2048             |18.037000        |3.064000         |
2048             |17.995000        |3.065000         |
2048             |17.997000        |3.077000         |
2048             |18.095000        |3.059000         |
2048             |17.979000        |3.068000         |
2048             |17.969000        |3.075000         |
2048             |18.008000        |3.053000         |
2048             |18.037000        |3.062000         |
2048             |18.018000        |3.088000         |
2048             |18.006000        |3.053000         |
2048             |17.995000        |3.068000         |
2048             |18.178000        |3.064000         |
2048             |18.130000        |3.085000         |
2048             |17.967000        |3.091000         |
3072             |54.884000        |6.589000         |
3072             |54.862000        |6.620000         |
3072             |54.968000        |6.593000         |
3072             |55.100000        |6.577000         |
3072             |54.923000        |6.622000         |
3072             |54.855000        |6.505000         |
3072             |54.921000        |6.542000         |
3072             |54.689000        |6.587000         |
3072             |54.965000        |6.585000         |
3072             |54.810000        |6.586000         |
3072             |54.879000        |6.624000         |
3072             |54.953000        |6.641000         |
3072             |55.022000        |6.630000         |
3072             |55.050000        |6.524000         |
3072             |54.993000        |6.639000         |
3072             |54.984000        |6.584000         |
3072             |54.921000        |6.633000         |
3072             |55.067000        |6.598000         |
3072             |54.626000        |6.567000         |
3072             |54.971000        |6.573000         |
3072             |54.939000        |6.570000         |
3072             |54.934000        |6.600000         |
3072             |55.019000        |6.596000         |
3072             |54.794000        |6.582000         |
3072             |54.765000        |6.532000         |
3072             |54.992000        |6.611000         |
3072             |54.718000        |6.542000         |
3072             |55.018000        |6.568000         |
3072             |54.862000        |6.555000         |
3072             |54.939000        |6.594000         |
3072             |54.974000        |6.538000         |
3072             |54.855000        |6.777000         |
3072             |54.881000        |6.581000         |
3072             |54.830000        |6.613000         |
3072             |54.956000        |6.581000         |
3072             |55.063000        |6.574000         |
3072             |54.962000        |6.596000         |
3072             |54.911000        |6.593000         |
3072             |54.704000        |6.564000         |
3072             |55.206000        |6.584000         |
3072             |55.014000        |6.567000         |
3072             |55.068000        |6.563000         |
3072             |54.609000        |6.527000         |
3072             |54.947000        |6.583000         |
3072             |54.868000        |6.532000         |
3072             |54.861000        |6.591000         |
3072             |54.979000        |6.586000         |
3072             |54.784000        |6.590000         |
3072             |54.858000        |6.548000         |
3072             |55.086000        |6.684000         |
3072             |54.956000        |6.567000         |
3072             |54.999000        |6.629000         |
3072             |54.876000        |6.552000         |
3072             |54.643000        |6.608000         |
3072             |54.934000        |6.582000         |
3072             |54.923000        |6.554000         |
3072             |54.846000        |6.559000         |
3072             |54.705000        |6.529000         |
3072             |54.856000        |6.582000         |
3072             |54.944000        |6.614000         |
3072             |55.184000        |6.593000         |
3072             |55.533000        |6.740000         |
3072             |55.784000        |6.513000         |
3072             |54.691000        |6.580000         |
3072             |55.051000        |6.650000         |
3072             |54.942000        |6.597000         |
3072             |54.818000        |6.553000         |
3072             |54.796000        |6.632000         |
3072             |54.913000        |6.556000         |
3072             |54.975000        |6.570000         |
3072             |54.811000        |6.603000         |
3072             |54.926000        |6.587000         |
3072             |54.725000        |6.575000         |
3072             |54.844000        |6.574000         |
3072             |55.071000        |6.624000         |
3072             |54.805000        |6.603000         |
3072             |54.844000        |6.556000         |
3072             |54.841000        |6.581000         |
3072             |54.878000        |6.705000         |
3072             |54.941000        |6.628000         |
3072             |54.576000        |6.644000         |
3072             |54.833000        |6.655000         |
3072             |54.650000        |6.608000         |
3072             |54.787000        |6.597000         |
3072             |54.544000        |6.573000         |
3072             |54.861000        |6.598000         |
3072             |54.701000        |6.583000         |
3072             |54.716000        |6.492000         |
3072             |54.991000        |6.564000         |
3072             |54.921000        |6.608000         |
3072             |54.868000        |6.580000         |
3072             |54.748000        |6.572000         |
3072             |54.892000        |6.702000         |
3072             |54.634000        |6.573000         |
3072             |54.958000        |6.557000         |
3072             |54.837000        |6.560000         |
3072             |54.923000        |6.561000         |
3072             |54.908000        |6.570000         |
3072             |54.748000        |6.545000         |
3072             |54.843000        |6.607000         |
3072             |54.921000        |6.620000         |
3072             |54.878000        |6.525000         |
3072             |54.925000        |6.621000         |
3072             |54.757000        |6.594000         |
3072             |54.802000        |6.574000         |
3072             |54.946000        |6.564000         |
3072             |54.894000        |6.569000         |
3072             |54.985000        |6.580000         |
3072             |54.528000        |6.583000         |
3072             |54.905000        |6.587000         |
3072             |54.929000        |6.608000         |
3072             |54.968000        |6.550000         |
3072             |54.766000        |6.626000         |
3072             |54.859000        |6.638000         |
3072             |54.738000        |6.546000         |
3072             |54.744000        |6.575000         |
3072             |54.666000        |6.587000         |
3072             |54.727000        |6.521000         |
3072             |54.738000        |6.571000         |
3072             |54.667000        |6.608000         |
3072             |54.616000        |6.566000         |
3072             |55.076000        |6.602000         |
3072             |54.933000        |6.549000         |
3072             |54.593000        |6.569000         |
3072             |54.811000        |6.580000         |
3072             |54.710000        |6.603000         |
3072             |54.843000        |6.631000         |
3072             |54.827000        |6.619000         |
3072             |54.889000        |6.652000         |
3072             |54.718000        |6.593000         |
3072             |55.009000        |6.602000         |
3072             |54.796000        |6.606000         |
3072             |54.834000        |6.600000         |
3072             |54.920000        |6.595000         |
3072             |54.931000        |6.591000         |
3072             |54.990000        |6.587000         |
3072             |54.610000        |6.559000         |
3072             |54.590000        |6.529000         |
3072             |54.862000        |6.552000         |
3072             |54.953000        |6.750000         |
3072             |54.482000        |6.513000         |
3072             |54.678000        |6.609000         |
3072             |54.698000        |6.589000         |
3072             |54.679000        |6.558000         |
3072             |54.897000        |6.607000         |
3072             |54.816000        |6.619000         |
3072             |54.653000        |6.597000         |
3072             |54.845000        |6.589000         |
3072             |54.688000        |6.576000         |
3072             |54.607000        |6.615000         |
3072             |54.829000        |6.520000         |
3072             |54.630000        |6.600000         |
3072             |54.626000        |6.602000         |
3072             |54.757000        |6.669000         |
3072             |54.924000        |6.621000         |
3072             |54.951000        |6.602000         |
3072             |54.818000        |6.597000         |
3072             |54.883000        |6.583000         |
3072             |55.001000        |6.633000         |
3072             |54.919000        |6.602000         |
3072             |54.605000        |6.586000         |
3072             |54.883000        |6.613000         |
3072             |54.873000        |6.558000         |
3072             |54.943000        |6.576000         |
3072             |54.838000        |6.536000         |
3072             |54.920000        |6.563000         |
3072             |54.821000        |6.598000         |
3072             |54.834000        |6.553000         |
3072             |54.981000        |6.609000         |
3072             |54.788000        |6.583000         |
3072             |54.610000        |6.563000         |
3072             |54.773000        |6.650000         |
3072             |54.958000        |6.617000         |
3072             |54.816000        |6.623000         |
3072             |54.935000        |6.609000         |
3072             |56.402000        |6.851000         |
3072             |54.727000        |6.586000         |
3072             |54.896000        |6.573000         |
3072             |54.870000        |6.598000         |
3072             |54.491000        |6.599000         |
3072             |54.811000        |6.583000         |
3072             |54.807000        |6.586000         |
3072             |54.936000        |6.569000         |
3072             |54.807000        |6.582000         |
3072             |54.902000        |6.557000         |
3072             |54.909000        |6.623000         |
3072             |55.047000        |6.626000         |
3072             |54.687000        |6.589000         |
3072             |54.713000        |6.530000         |
3072             |54.461000        |6.553000         |
3072             |54.710000        |6.600000         |
3072             |54.711000        |6.578000         |
3072             |54.836000        |6.567000         |
3072             |54.832000        |6.591000         |
3072             |54.455000        |6.549000         |
3072             |54.855000        |6.570000         |
3072             |54.990000        |6.592000         |
3072             |54.853000        |6.573000         |
3072             |54.770000        |6.620000         |
3072             |54.972000        |6.609000         |
7680             |540.917000       |36.740000        |
7680             |540.861000       |36.906000        |
7680             |540.379000       |36.983000        |
7680             |541.084000       |36.836000        |
7680             |540.711000       |37.052000        |
7680             |540.623000       |36.782000        |
7680             |542.979000       |37.054000        |
7680             |542.443000       |36.853000        |
7680             |541.922000       |36.991000        |
7680             |541.388000       |37.028000        |
7680             |542.461000       |37.060000        |
7680             |542.744000       |36.879000        |
7680             |542.318000       |37.009000        |
7680             |542.281000       |36.987000        |
7680             |542.823000       |36.875000        |
7680             |542.346000       |36.750000        |
7680             |541.788000       |37.348000        |
7680             |541.825000       |37.061000        |
7680             |542.244000       |36.986000        |
7680             |541.665000       |37.091000        |
7680             |542.107000       |37.008000        |
7680             |541.594000       |37.100000        |
7680             |541.201000       |37.170000        |
7680             |542.004000       |37.213000        |
7680             |542.542000       |37.009000        |
7680             |540.167000       |36.935000        |
7680             |542.347000       |36.932000        |
7680             |541.655000       |37.001000        |
7680             |541.960000       |37.042000        |
7680             |540.142000       |37.001000        |
7680             |542.523000       |37.049000        |
7680             |540.784000       |36.804000        |
7680             |541.807000       |37.105000        |
7680             |540.900000       |37.092000        |
7680             |542.567000       |37.045000        |
7680             |542.524000       |36.676000        |
7680             |540.523000       |37.260000        |
7680             |541.451000       |36.975000        |
7680             |540.690000       |37.223000        |
7680             |542.141000       |37.255000        |
7680             |542.521000       |38.019000        |
7680             |539.359000       |36.860000        |
7680             |540.158000       |36.855000        |
7680             |550.189000       |36.937000        |
7680             |540.702000       |36.835000        |
7680             |540.330000       |36.554000        |
7680             |539.328000       |36.817000        |
7680             |540.367000       |36.781000        |
7680             |539.988000       |36.998000        |
7680             |540.158000       |36.789000        |
7680             |539.716000       |36.757000        |
7680             |540.385000       |36.746000        |
7680             |538.997000       |36.992000        |
7680             |539.187000       |36.992000        |
7680             |538.730000       |36.805000        |
7680             |539.981000       |37.000000        |
7680             |538.825000       |36.842000        |
7680             |539.324000       |37.046000        |
7680             |540.460000       |37.145000        |
7680             |539.064000       |36.866000        |
7680             |539.730000       |36.604000        |
7680             |540.638000       |36.770000        |
7680             |540.399000       |36.778000        |
7680             |539.493000       |36.874000        |
7680             |540.278000       |36.826000        |
7680             |540.343000       |36.619000        |
7680             |539.115000       |36.807000        |
7680             |540.479000       |36.665000        |
7680             |539.668000       |36.788000        |
7680             |540.013000       |36.698000        |
7680             |541.995000       |35.199000        |
7680             |523.178000       |36.307000        |
7680             |533.169000       |36.646000        |
7680             |536.248000       |36.668000        |
7680             |539.749000       |36.344000        |
7680             |542.369000       |36.441000        |
7680             |544.559000       |36.425000        |
7680             |545.572000       |36.219000        |
7680             |548.003000       |36.510000        |
7680             |548.148000       |36.471000        |
7680             |548.621000       |36.267000        |
7680             |548.241000       |36.420000        |
7680             |548.148000       |36.440000        |
7680             |548.038000       |36.337000        |
7680             |549.802000       |36.454000        |
7680             |548.127000       |36.439000        |
7680             |548.106000       |36.357000        |
7680             |548.706000       |36.431000        |
7680             |551.455000       |35.981000        |
7680             |545.042000       |36.575000        |
7680             |545.813000       |35.711000        |
7680             |546.266000       |35.952000        |
7680             |546.041000       |35.913000        |
7680             |545.703000       |35.911000        |
7680             |545.724000       |35.957000        |
7680             |545.649000       |35.950000        |
7680             |545.672000       |35.800000        |
7680             |546.463000       |37.009000        |
7680             |521.695000       |34.925000        |
7680             |517.388000       |34.974000        |
7680             |517.261000       |34.971000        |
7680             |516.857000       |35.005000        |
7680             |517.315000       |34.918000        |
7680             |516.758000       |35.043000        |
7680             |517.442000       |35.040000        |
7680             |516.148000       |34.737000        |
7680             |525.035000       |36.148000        |
7680             |523.528000       |36.116000        |
7680             |522.992000       |36.088000        |
7680             |526.775000       |36.089000        |
7680             |529.824000       |36.157000        |
7680             |526.173000       |36.072000        |
7680             |526.782000       |36.245000        |
7680             |525.377000       |36.041000        |
7680             |528.098000       |36.249000        |
7680             |527.741000       |36.198000        |
7680             |527.685000       |36.008000        |
7680             |523.881000       |36.215000        |
7680             |524.842000       |36.141000        |
7680             |527.740000       |36.241000        |
7680             |523.235000       |36.347000        |
7680             |530.509000       |36.122000        |
7680             |527.735000       |36.175000        |
7680             |527.174000       |35.996000        |
7680             |526.610000       |36.133000        |
7680             |527.192000       |36.175000        |
7680             |525.289000       |36.256000        |
7680             |524.759000       |36.229000        |
7680             |524.399000       |36.157000        |
7680             |525.691000       |35.976000        |
7680             |525.257000       |36.498000        |
7680             |527.791000       |36.386000        |
7680             |528.090000       |36.298000        |
7680             |526.555000       |36.227000        |
7680             |527.309000       |36.062000        |
7680             |524.464000       |36.135000        |
7680             |526.813000       |36.349000        |
7680             |527.569000       |35.839000        |
7680             |527.479000       |36.130000        |
7680             |524.692000       |36.234000        |
7680             |527.764000       |36.196000        |
7680             |526.194000       |36.288000        |
7680             |527.215000       |36.140000        |
7680             |527.381000       |36.186000        |
7680             |526.322000       |36.116000        |
7680             |527.377000       |35.945000        |
7680             |524.461000       |36.290000        |
7680             |526.778000       |36.162000        |
7680             |527.346000       |36.117000        |
7680             |526.389000       |36.268000        |
7680             |524.434000       |36.115000        |
7680             |526.529000       |36.096000        |
7680             |526.865000       |36.246000        |
7680             |525.812000       |36.288000        |
7680             |525.149000       |36.098000        |
7680             |525.391000       |36.088000        |
7680             |524.525000       |36.293000        |
7680             |523.790000       |36.016000        |
7680             |524.136000       |36.196000        |
7680             |525.767000       |36.079000        |
7680             |525.877000       |36.284000        |
7680             |526.200000       |36.169000        |
7680             |527.265000       |35.956000        |
7680             |523.865000       |35.913000        |
7680             |524.645000       |36.297000        |
7680             |532.053000       |35.179000        |
7680             |526.703000       |36.186000        |
7680             |523.521000       |36.314000        |
7680             |525.068000       |36.243000        |
7680             |523.617000       |36.133000        |
7680             |526.951000       |36.336000        |
7680             |526.396000       |36.109000        |
7680             |523.306000       |36.151000        |
7680             |523.916000       |36.084000        |
7680             |526.492000       |36.252000        |
7680             |526.591000       |36.009000        |
7680             |526.509000       |36.134000        |
7680             |526.874000       |36.255000        |
7680             |525.400000       |36.266000        |
7680             |525.290000       |36.206000        |
7680             |526.838000       |36.108000        |
7680             |526.797000       |36.149000        |
7680             |525.237000       |35.981000        |
7680             |526.914000       |36.111000        |
7680             |525.367000       |36.127000        |
7680             |526.742000       |36.082000        |
7680             |527.209000       |35.166000        |
7680             |515.735000       |35.181000        |
7680             |515.876000       |34.914000        |
7680             |517.122000       |34.964000        |
7680             |516.220000       |34.850000        |
7680             |515.949000       |35.271000        |
7680             |516.992000       |35.068000        |
7680             |525.859000       |36.415000        |
7680             |523.628000       |36.081000        |
7680             |525.838000       |35.422000        |
7680             |517.011000       |34.781000        |
7680             |515.717000       |34.933000        |
7680             |516.686000       |34.838000        |
7680             |517.037000       |34.862000        |
7680             |516.907000       |34.919000        |
7680             |517.091000       |34.729000        |
15360            |3207.000000      |142.245000       |
15360            |3275.000000      |142.852000       |
15360            |3357.000000      |141.113000       |
15360            |3157.000000      |139.093000       |
15360            |3178.000000      |142.209000       |
15360            |3197.000000      |142.908000       |
15360            |3195.000000      |142.276000       |
15360            |3251.000000      |142.699000       |
15360            |3240.000000      |142.200000       |
15360            |3218.000000      |142.760000       |
15360            |3259.000000      |143.240000       |
15360            |3200.000000      |141.732000       |
15360            |3212.000000      |141.979000       |
15360            |3184.000000      |142.528000       |
15360            |3176.000000      |142.400000       |
15360            |3201.000000      |143.080000       |
15360            |3243.000000      |142.577000       |
15360            |3234.000000      |142.410000       |
15360            |3223.000000      |142.407000       |
15360            |3227.000000      |141.796000       |
